measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
9,2025-01-08T11:52:02,analyze_conflicts,1218.29,500,501,1,0.744,1,3,2
19,2025-03-06T10:16:33,analyze_conflicts,1061.75,500,501,1,0.798,1,3,2
21,2025-02-01T15:37:35,analyze_conflicts,1049.84,500,501,1,0.284,1,3,2
31,2025-01-03T10:38:04,analyze_conflicts,1044.82,500,501,1,0.64,1,3,2
42,2025-01-28T14:10:51,analyze_conflicts,1288.31,500,501,1,0.749,1,3,2
106,2025-02-28T17:09:28,analyze_conflicts,879.96,500,501,0,0.531,1,4,2
107,2025-01-23T16:15:36,analyze_conflicts,1143.5,500,501,1,0.406,1,3,2
110,2025-03-05T15:04:30,analyze_conflicts,1019.68,500,501,1,0.725,1,3,2
111,2025-01-28T19:21:54,analyze_conflicts,855.9,500,501,0,0.639,1,4,2
127,2025-01-21T13:04:40,analyze_conflicts,876.61,500,501,0,0.759,1,4,2
176,2025-02-27T11:12:23,analyze_conflicts,1121.26,500,501,1,0.643,1,3,2
188,2025-01-12T13:50:04,analyze_conflicts,690.15,300,301,0,0.376,1,1,2
195,2025-01-11T10:42:18,analyze_conflicts,1161.94,500,501,1,0.345,1,3,2
208,2025-03-21T13:37:11,analyze_conflicts,845.13,500,501,0,0.714,1,4,2
209,2025-03-05T08:19:10,analyze_conflicts,873.26,500,501,0,0.23,1,-1,2
222,2025-03-09T12:52:39,analyze_conflicts,1048.92,500,501,1,0.644,1,3,2
225,2025-01-13T10:39:47,analyze_conflicts,1118.15,500,501,1,0.774,1,3,2
228,2025-01-19T17:30:10,analyze_conflicts,849.1,500,501,0,0.519,1,4,2
232,2025-03-25T13:55:46,analyze_conflicts,861.85,500,501,0,0.645,1,4,2
239,2025-02-16T10:41:12,analyze_conflicts,1151.16,500,501,1,0.705,1,3,2
253,2025-03-14T15:29:36,analyze_conflicts,1234.35,500,501,1,0.146,1,3,2
258,2025-01-27T14:00:48,analyze_conflicts,1173.97,500,501,1,0.118,1,3,2
259,2025-01-15T14:22:09,analyze_conflicts,1178.58,500,501,1,0.321,1,3,2
264,2025-03-19T11:56:47,analyze_conflicts,1126.46,500,501,1,0.829,1,3,2
294,2025-01-10T13:26:24,analyze_conflicts,874.55,500,501,0,0.723,1,4,2
298,2025-02-26T13:55:21,analyze_conflicts,713.66,300,301,0,0.452,1,1,2
299,2025-03-07T10:30:20,analyze_conflicts,1110.74,500,501,1,0.242,1,-1,2
304,2025-03-14T15:34:02,analyze_conflicts,1179.85,500,501,1,0.733,1,3,2
305,2025-01-04T17:49:15,analyze_conflicts,865.53,500,501,0,0.626,1,4,2
306,2025-03-22T08:41:25,analyze_conflicts,862.53,500,501,0,0.873,1,4,2
323,2025-01-25T13:46:28,analyze_conflicts,861.68,500,501,0,0.537,1,4,2
333,2025-01-02T13:06:40,analyze_conflicts,715.77,300,301,0,0.727,1,1,2
342,2025-01-09T13:41:05,analyze_conflicts,711.64,300,301,0,0.299,1,1,2
346,2025-02-25T18:04:01,analyze_conflicts,846.91,500,501,0,0.57,1,4,2
351,2025-03-24T17:42:47,analyze_conflicts,842.2,500,501,0,0.241,1,-1,2
361,2025-02-25T11:49:12,analyze_conflicts,1151.97,500,501,1,0.686,1,3,2
365,2025-03-03T14:37:06,analyze_conflicts,1203.62,500,501,1,0.504,1,3,2
379,2025-01-11T16:38:14,analyze_conflicts,1102.83,500,501,1,0.123,1,3,2
385,2025-01-26T11:54:55,analyze_conflicts,1229.27,500,501,1,0.359,1,3,2
386,2025-01-28T19:33:55,analyze_conflicts,876.69,500,501,0,0.392,1,4,2
391,2025-01-11T09:47:04,analyze_conflicts,877.47,500,501,0,0.29,1,4,2
400,2025-01-21T15:18:05,analyze_conflicts,1061.95,500,501,1,0.479,1,3,2
410,2025-02-13T13:41:31,analyze_conflicts,875.12,500,501,0,0.558,1,4,2
416,2025-01-27T17:12:53,analyze_conflicts,841.16,500,501,0,0.146,1,4,2
439,2025-02-22T17:08:21,analyze_conflicts,860.96,500,501,0,0.897,1,4,2
462,2025-03-20T08:40:19,analyze_conflicts,873.04,500,501,0,0.812,1,4,2
469,2025-01-18T08:59:27,analyze_conflicts,701.21,300,301,0,0.771,1,1,2
470,2025-01-04T10:24:42,analyze_conflicts,1193.36,500,501,1,0.58,1,3,2
480,2025-02-07T08:39:55,analyze_conflicts,840.52,500,501,0,0.725,1,4,2
483,2025-02-01T12:21:29,analyze_conflicts,1066.53,500,501,1,0.668,1,3,2
487,2025-03-01T16:07:42,analyze_conflicts,1153.54,500,501,1,0.377,1,3,2
488,2025-01-22T17:56:20,analyze_conflicts,849.75,500,501,0,0.405,1,4,2
498,2025-03-26T12:55:46,analyze_conflicts,1260.6,500,501,1,0.618,1,3,2
