measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
106,2025-02-28T17:09:28,analyze_conflicts,879.96,500,501,0,0.531,1,4,2
111,2025-01-28T19:21:54,analyze_conflicts,855.9,500,501,0,0.639,1,4,2
127,2025-01-21T13:04:40,analyze_conflicts,876.61,500,501,0,0.759,1,4,2
208,2025-03-21T13:37:11,analyze_conflicts,845.13,500,501,0,0.714,1,4,2
228,2025-01-19T17:30:10,analyze_conflicts,849.1,500,501,0,0.519,1,4,2
232,2025-03-25T13:55:46,analyze_conflicts,861.85,500,501,0,0.645,1,4,2
294,2025-01-10T13:26:24,analyze_conflicts,874.55,500,501,0,0.723,1,4,2
305,2025-01-04T17:49:15,analyze_conflicts,865.53,500,501,0,0.626,1,4,2
306,2025-03-22T08:41:25,analyze_conflicts,862.53,500,501,0,0.873,1,4,2
323,2025-01-25T13:46:28,analyze_conflicts,861.68,500,501,0,0.537,1,4,2
346,2025-02-25T18:04:01,analyze_conflicts,846.91,500,501,0,0.57,1,4,2
386,2025-01-28T19:33:55,analyze_conflicts,876.69,500,501,0,0.392,1,4,2
391,2025-01-11T09:47:04,analyze_conflicts,877.47,500,501,0,0.29,1,4,2
410,2025-02-13T13:41:31,analyze_conflicts,875.12,500,501,0,0.558,1,4,2
416,2025-01-27T17:12:53,analyze_conflicts,841.16,500,501,0,0.146,1,4,2
439,2025-02-22T17:08:21,analyze_conflicts,860.96,500,501,0,0.897,1,4,2
462,2025-03-20T08:40:19,analyze_conflicts,873.04,500,501,0,0.812,1,4,2
480,2025-02-07T08:39:55,analyze_conflicts,840.52,500,501,0,0.725,1,4,2
488,2025-01-22T17:56:20,analyze_conflicts,849.75,500,501,0,0.405,1,4,2
