measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
2,2025-03-20T09:01:35,analyze_conflicts,488.75,50,51,0,0.259,2,1,4
8,2025-03-24T17:15:10,get_subject_stats,26.9,50,2,0,0.47,0,1,1
13,2025-01-13T18:24:38,analyze_conflicts,536.89,100,101,0,0.897,2,1,4
14,2025-03-18T18:48:17,get_teacher_subjects,28.33,50,1,0,0.715,0,1,1
16,2025-01-05T18:23:48,get_student_grades,28.31,200,2,0,0.229,0,1,1
17,2025-01-04T17:59:23,get_teacher_subjects,12.47,50,1,0,0.803,0,1,1
18,2025-03-03T08:05:46,add_grade,7.63,100,1,0,0.489,2,1,4
22,2025-01-03T19:57:02,analyze_conflicts,505.24,50,51,0,0.788,2,1,4
25,2025-02-26T08:55:06,get_subject_stats,17.6,50,2,0,0.299,0,1,1
27,2025-03-27T08:00:05,get_teacher_subjects,25.59,50,1,0,0.841,0,1,1
30,2025-01-24T17:20:03,analyze_conflicts,509.43,50,51,0,0.14,2,1,4
32,2025-03-02T17:39:05,analyze_conflicts,489.85,50,51,0,0.435,2,1,4
34,2025-03-19T09:06:04,analyze_conflicts,600.37,200,201,0,0.53,2,1,4
35,2025-02-10T09:10:28,get_group_report,80.17,200,5,0,0.767,0,1,4
37,2025-01-09T09:18:38,add_grade,26.2,50,1,0,0.269,2,1,4
40,2025-03-02T19:53:23,analyze_conflicts,516.16,50,51,0,0.566,2,1,4
41,2025-01-12T08:13:43,analyze_conflicts,532.33,100,101,0,0.3,2,1,4
43,2025-02-26T19:42:55,get_student_grades,41.98,100,2,0,0.688,0,1,1
44,2025-01-28T19:30:14,analyze_conflicts,524.32,100,101,0,0.26,2,1,4
47,2025-02-12T08:46:50,analyze_conflicts,604.34,200,201,0,0.351,2,1,4
49,2025-03-11T13:39:20,get_subject_stats,20.25,100,2,0,0.631,0,1,1
51,2025-01-20T18:36:19,analyze_conflicts,709.93,300,301,0,0.425,1,1,4
53,2025-01-10T19:32:42,analyze_conflicts,686.79,300,301,0,0.606,1,1,4
54,2025-01-05T18:01:02,analyze_conflicts,532.42,100,101,0,0.296,2,1,4
56,2025-01-06T09:51:44,analyze_conflicts,511.14,50,51,0,0.514,2,1,4
57,2025-02-22T09:33:35,analyze_conflicts,538.26,100,101,0,0.576,2,1,4
63,2025-02-28T13:57:53,get_student_average,9.44,50,1,0,0.435,0,1,1
