measurement_id,timestamp,operation_name,duration_ms,data_size,n_queries,is_peak_hour,server_load,cluster_kmeans,cluster_dbscan,cluster_hierarchical
9,2025-01-08T11:52:02,analyze_conflicts,1218.29,500,501,1,0.744,1,3,2
19,2025-03-06T10:16:33,analyze_conflicts,1061.75,500,501,1,0.798,1,3,2
21,2025-02-01T15:37:35,analyze_conflicts,1049.84,500,501,1,0.284,1,3,2
24,2025-02-12T14:27:26,analyze_conflicts,861.29,300,301,1,0.474,1,2,3
26,2025-01-28T10:59:04,analyze_conflicts,916.47,300,301,1,0.455,1,2,3
29,2025-03-22T12:45:31,analyze_conflicts,943.86,300,301,1,0.224,1,2,3
31,2025-01-03T10:38:04,analyze_conflicts,1044.82,500,501,1,0.64,1,3,2
42,2025-01-28T14:10:51,analyze_conflicts,1288.31,500,501,1,0.749,1,3,2
51,2025-01-20T18:36:19,analyze_conflicts,709.93,300,301,0,0.425,1,1,4
53,2025-01-10T19:32:42,analyze_conflicts,686.79,300,301,0,0.606,1,1,4
59,2025-03-09T15:49:49,analyze_conflicts,881.54,300,301,1,0.517,1,2,3
67,2025-02-27T12:05:30,analyze_conflicts,1006.94,300,301,1,0.116,1,2,3
77,2025-03-13T11:21:01,analyze_conflicts,996.14,300,301,1,0.495,1,2,3
78,2025-02-20T11:44:56,analyze_conflicts,901.78,300,301,1,0.321,1,2,3
80,2025-01-13T15:44:15,analyze_conflicts,985.86,300,301,1,0.345,1,2,3
87,2025-03-02T09:09:09,analyze_conflicts,703.08,300,301,0,0.749,1,1,4
104,2025-03-17T16:47:56,analyze_conflicts,855.57,300,301,1,0.209,1,2,3
105,2025-03-09T13:52:00,analyze_conflicts,717.37,300,301,0,0.326,1,1,4
106,2025-02-28T17:09:28,analyze_conflicts,879.96,500,501,0,0.531,1,4,2
107,2025-01-23T16:15:36,analyze_conflicts,1143.5,500,501,1,0.406,1,3,2
110,2025-03-05T15:04:30,analyze_conflicts,1019.68,500,501,1,0.725,1,3,2
111,2025-01-28T19:21:54,analyze_conflicts,855.9,500,501,0,0.639,1,4,2
116,2025-02-22T18:00:57,analyze_conflicts,690.16,300,301,0,0.744,1,1,4
123,2025-02-17T10:32:58,analyze_conflicts,891.03,300,301,1,0.318,1,2,3
124,2025-01-15T12:04:09,analyze_conflicts,986.09,300,301,1,0.703,1,2,3
125,2025-01-09T16:34:07,analyze_conflicts,925.34,300,301,1,0.464,1,2,3
127,2025-01-21T13:04:40,analyze_conflicts,876.61,500,501,0,0.759,1,4,2
130,2025-02-20T18:26:17,analyze_conflicts,683.96,300,301,0,0.126,1,1,4
131,2025-01-22T15:23:34,analyze_conflicts,1048.98,300,301,1,0.821,1,2,3
139,2025-02-20T09:09:04,analyze_conflicts,715.97,300,301,0,0.201,1,1,4
161,2025-02-22T15:59:56,analyze_conflicts,1004.57,300,301,1,0.552,1,2,3
176,2025-02-27T11:12:23,analyze_conflicts,1121.26,500,501,1,0.643,1,3,2
185,2025-03-17T17:36:15,analyze_conflicts,701.44,300,301,0,0.675,1,1,4
188,2025-01-12T13:50:04,analyze_conflicts,690.15,300,301,0,0.376,1,1,2
195,2025-01-11T10:42:18,analyze_conflicts,1161.94,500,501,1,0.345,1,3,2
207,2025-03-03T16:08:20,analyze_conflicts,919.41,300,301,1,0.614,1,2,3
208,2025-03-21T13:37:11,analyze_conflicts,845.13,500,501,0,0.714,1,4,2
209,2025-03-05T08:19:10,analyze_conflicts,873.26,500,501,0,0.23,1,-1,2
215,2025-01-11T15:55:45,analyze_conflicts,927.75,300,301,1,0.355,1,2,3
222,2025-03-09T12:52:39,analyze_conflicts,1048.92,500,501,1,0.644,1,3,2
225,2025-01-13T10:39:47,analyze_conflicts,1118.15,500,501,1,0.774,1,3,2
227,2025-03-28T17:44:40,analyze_conflicts,692.31,300,301,0,0.121,1,1,4
228,2025-01-19T17:30:10,analyze_conflicts,849.1,500,501,0,0.519,1,4,2
232,2025-03-25T13:55:46,analyze_conflicts,861.85,500,501,0,0.645,1,4,2
236,2025-02-07T18:12:52,analyze_conflicts,690.26,300,301,0,0.531,1,1,4
239,2025-02-16T10:41:12,analyze_conflicts,1151.16,500,501,1,0.705,1,3,2
244,2025-01-01T18:47:21,analyze_conflicts,690.29,300,301,0,0.733,1,1,4
253,2025-03-14T15:29:36,analyze_conflicts,1234.35,500,501,1,0.146,1,3,2
255,2025-03-02T13:59:57,analyze_conflicts,708.02,300,301,0,0.155,1,1,4
258,2025-01-27T14:00:48,analyze_conflicts,1173.97,500,501,1,0.118,1,3,2
259,2025-01-15T14:22:09,analyze_conflicts,1178.58,500,501,1,0.321,1,3,2
264,2025-03-19T11:56:47,analyze_conflicts,1126.46,500,501,1,0.829,1,3,2
284,2025-03-28T18:06:57,analyze_conflicts,711.38,300,301,0,0.523,1,1,4
290,2025-02-03T14:49:39,analyze_conflicts,879.88,300,301,1,0.336,1,2,3
294,2025-01-10T13:26:24,analyze_conflicts,874.55,500,501,0,0.723,1,4,2
298,2025-02-26T13:55:21,analyze_conflicts,713.66,300,301,0,0.452,1,1,2
299,2025-03-07T10:30:20,analyze_conflicts,1110.74,500,501,1,0.242,1,-1,2
